date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:11:09	697268/697268	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:27%20GMT	https://tngrm.ai/	D:/tngrm/tngrm/tngrm.ai/index.html	(from )
21:11:09	86/86	---M-Z	200	added ('OK')	text/plain	etag:%222cf8c1e3711b3537823ccad81b4356a9%22	https://tngrm.ai/robots.txt		(from )
21:11:10	1149/1149	---MC-	200	added ('OK')	image/png	etag:%22fcdff4d1170e1c851e923627b13f91ab%22	https://framerusercontent.com/images/lxQ1FWSZ7ro3nSfzb5hcPjsOkg.png	D:/tngrm/tngrm/framerusercontent.com/images/lxQ1FWSZ7ro3nSfzb5hcPjsOkg.png	(from https://tngrm.ai/)
21:11:10	3875/3875	---MC-	200	added ('OK')	image/png	etag:%22820598ec3c8a8bf7adf7310fe0a517dd%22	https://framerusercontent.com/images/hBJ17C7pmp36tM4sLOGwD5sc8EI.png	D:/tngrm/tngrm/framerusercontent.com/images/hBJ17C7pmp36tM4sLOGwD5sc8EI.png	(from https://tngrm.ai/)
21:11:11	427314/427314	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:27%20GMT	https://tngrm.ai/agents	D:/tngrm/tngrm/tngrm.ai/agents.html	(from https://tngrm.ai/)
21:11:11	8179/8179	---MC-	200	added ('OK')	image/png	etag:%22ba74af46ed97f47deb19487cc972846e%22	https://framerusercontent.com/images/H6E0yKQjEgkFNZFDDA1dJwe1B8.png?scale-down-to=1024&width=1499&height=267	D:/tngrm/tngrm/framerusercontent.com/images/H6E0yKQjEgkFNZFDDA1dJwe1B84b42.png	(from https://tngrm.ai/)
21:11:12	273022/273022	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:27%20GMT	https://tngrm.ai/contact	D:/tngrm/tngrm/tngrm.ai/contact.html	(from https://tngrm.ai/)
21:11:13	483694/483694	---MC-	200	added ('OK')	image/png	etag:%22c7e01009cdcbf221fecc3160cdef8116%22	https://framerusercontent.com/images/PAuhul6kliqT62RnjdWSTSJHh1g.png?width=2448&height=2496	D:/tngrm/tngrm/framerusercontent.com/images/PAuhul6kliqT62RnjdWSTSJHh1g0b78.png	(from https://tngrm.ai/)
21:11:14	192034/192034	---MC-	200	added ('OK')	image/png	etag:%227a29b35c1cbaf6bf1eec7afc08397406%22	https://framerusercontent.com/images/QVCdWTaUphNYvHPGZqYGZuyFq4.png?width=2448&height=2496	D:/tngrm/tngrm/framerusercontent.com/images/QVCdWTaUphNYvHPGZqYGZuyFq40b78.png	(from https://tngrm.ai/)
21:11:15	86252/86252	---MC-	200	added ('OK')	image/png	etag:%22efe297800479b455253c125f782ab189%22	https://framerusercontent.com/images/i15glUK5RfwPRrG4cNTVKUbfCo.png?width=2146&height=2289	D:/tngrm/tngrm/framerusercontent.com/images/i15glUK5RfwPRrG4cNTVKUbfCo6b06.png	(from https://tngrm.ai/)
21:11:16	34081/34081	---MC-	200	added ('OK')	image/png	etag:%226a0002fd14dbc112cf142fb1e4f75f8c%22	https://framerusercontent.com/images/VeU0Kgx4k8WQog5QaUpc721vcHI.png?width=2496&height=1200	D:/tngrm/tngrm/framerusercontent.com/images/VeU0Kgx4k8WQog5QaUpc721vcHI662e.png	(from https://tngrm.ai/)
21:11:16	46604/46604	---MC-	200	added ('OK')	image/png	etag:%228f9ce885eecb9532917a4b11958f430f%22	https://framerusercontent.com/images/ViZWLp7Z4AnDTuGVzziJrSQNNrE.png?width=1804&height=1200	D:/tngrm/tngrm/framerusercontent.com/images/ViZWLp7Z4AnDTuGVzziJrSQNNrE6ddb.png	(from https://tngrm.ai/)
21:11:17	12171/12171	---MC-	200	added ('OK')	image/png	etag:%22c7cd274a9fa8187b49cfcb4baecbd422%22	https://framerusercontent.com/images/97JumCtldwMYbffKI8iwPgB4s.png?width=204&height=656	D:/tngrm/tngrm/framerusercontent.com/images/97JumCtldwMYbffKI8iwPgB4s196d.png	(from https://tngrm.ai/)
21:11:17	488/488	---MC-	200	added ('OK')	image/png	etag:%22d5ebdf675cec9b7adee8a45fe7adabd9%22	https://framerusercontent.com/images/2UmEAlXhnt0dmsH1uJtSpV87Y8.png?width=68&height=68	D:/tngrm/tngrm/framerusercontent.com/images/2UmEAlXhnt0dmsH1uJtSpV87Y88d16.png	(from https://tngrm.ai/)
21:11:17	67120/67120	---MC-	200	added ('OK')	image/png	etag:%22a57081c2cee2fbc74bda01d53237bb81%22	https://framerusercontent.com/images/0H2n2rfuf2lpvLqUo96pwmilmWY.png?width=2152&height=1200	D:/tngrm/tngrm/framerusercontent.com/images/0H2n2rfuf2lpvLqUo96pwmilmWY8572.png	(from https://tngrm.ai/)
21:11:18	354/354	---MC-	200	added ('OK')	image/png	etag:%22b61a95ca9b812ada8cf3a844c77ad9db%22	https://framerusercontent.com/images/x0JPxNkLCobJ3GGWhSDHbhmBbso.png?width=68&height=68	D:/tngrm/tngrm/framerusercontent.com/images/x0JPxNkLCobJ3GGWhSDHbhmBbso8d16.png	(from https://tngrm.ai/)
21:11:19	71327/71327	---MC-	200	added ('OK')	image/png	etag:%2201002c4bd7f73e00666b237d74627c15%22	https://framerusercontent.com/images/VSSrmZFj0GjKKg68rx78MPCCtp4.png?width=2152&height=1200	D:/tngrm/tngrm/framerusercontent.com/images/VSSrmZFj0GjKKg68rx78MPCCtp48572.png	(from https://tngrm.ai/)
21:11:20	568631/568631	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:27%20GMT	https://tngrm.ai/solutions	D:/tngrm/tngrm/tngrm.ai/solutions.html	(from https://tngrm.ai/)
21:11:20	695184/695184	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:27%20GMT	https://tngrm.ai/models	D:/tngrm/tngrm/tngrm.ai/models.html	(from https://tngrm.ai/)
21:11:21	526068/526068	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:27%20GMT	https://tngrm.ai/deployment	D:/tngrm/tngrm/tngrm.ai/deployment.html	(from https://tngrm.ai/)
21:11:21	467158/467158	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:27%20GMT	https://tngrm.ai/agents/transaction-data-onboarding-agent	D:/tngrm/tngrm/tngrm.ai/agents/transaction-data-onboarding-agent.html	(from https://tngrm.ai/agents)
21:11:22	110465/110465	---MC-	200	added ('OK')	image/jpeg	etag:%2247a91ddf6e72854bd5abd1f5b9c918d6%22	https://framerusercontent.com/images/hSoKj6CsKidT5MGNrMZcEv8BqaE.jpg?width=2376&height=1420	D:/tngrm/tngrm/framerusercontent.com/images/hSoKj6CsKidT5MGNrMZcEv8BqaE6c6f.jpg	(from https://tngrm.ai/agents)
21:11:22	467239/467239	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:27%20GMT	https://tngrm.ai/agents/product-data-onboarding-agent	D:/tngrm/tngrm/tngrm.ai/agents/product-data-onboarding-agent.html	(from https://tngrm.ai/agents)
21:11:22	85737/85737	---MC-	200	added ('OK')	image/jpeg	etag:%22395cee47a065bd630f251ab0e293edcc%22	https://framerusercontent.com/images/1HjpTO2lPsMoTwWhWf4cQx7DAiM.jpg?width=2376&height=1420	D:/tngrm/tngrm/framerusercontent.com/images/1HjpTO2lPsMoTwWhWf4cQx7DAiM6c6f.jpg	(from https://tngrm.ai/agents)
21:11:23	467048/467048	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:27%20GMT	https://tngrm.ai/agents/merchant-data-onboarding-agent	D:/tngrm/tngrm/tngrm.ai/agents/merchant-data-onboarding-agent.html	(from https://tngrm.ai/agents)
21:11:23	466504/466504	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:27%20GMT	https://tngrm.ai/agents/data-profiling-agent	D:/tngrm/tngrm/tngrm.ai/agents/data-profiling-agent.html	(from https://tngrm.ai/agents)
21:11:23	466503/466503	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:27%20GMT	https://tngrm.ai/agents/data-cleansing	D:/tngrm/tngrm/tngrm.ai/agents/data-cleansing.html	(from https://tngrm.ai/agents)
21:11:24	128478/128478	---MC-	200	added ('OK')	image/jpeg	etag:%222aece29677c9ae2622e271df227c803b%22	https://framerusercontent.com/images/VZdcY4wTGpOytVUX7DNS0YcWjJY.jpg?width=2376&height=1420	D:/tngrm/tngrm/framerusercontent.com/images/VZdcY4wTGpOytVUX7DNS0YcWjJY6c6f.jpg	(from https://tngrm.ai/agents)
21:11:24	464982/464982	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:27%20GMT	https://tngrm.ai/agents/data-mapping-agent	D:/tngrm/tngrm/tngrm.ai/agents/data-mapping-agent.html	(from https://tngrm.ai/agents)
21:11:25	17638/17638	---MC-	200	added ('OK')	image/png	etag:%2235f152ac3e37bfe6c586f20ea7e90e2d%22	https://framerusercontent.com/images/E92ynYUL5cl3rK2y3SzKMNZ83g.png?scale-down-to=512	D:/tngrm/tngrm/framerusercontent.com/images/E92ynYUL5cl3rK2y3SzKMNZ83g17f5.png	(from https://tngrm.ai/contact)
21:11:25	559308/559308	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:24%20GMT	https://tngrm.ai/solutions/marketplace-ai	D:/tngrm/tngrm/tngrm.ai/solutions/marketplace-ai.html	(from https://tngrm.ai/solutions)
21:11:26	27362/27362	---MC-	200	added ('OK')	image/jpeg	etag:%229018e439da94cf2147744fbe6eac58dd%22	https://framerusercontent.com/images/tlgwGSHY6Q6jC8AMiaCGygCWsE.jpg	D:/tngrm/tngrm/framerusercontent.com/images/tlgwGSHY6Q6jC8AMiaCGygCWsE.jpg	(from https://tngrm.ai/solutions)
21:11:27	100034/100034	---MC-	200	added ('OK')	image/png	etag:%22f5038f24185c161261805b498e53dca9%22	https://framerusercontent.com/images/dhCR0n9JlEyMu16QC2nI9Yocg6Y.png	D:/tngrm/tngrm/framerusercontent.com/images/dhCR0n9JlEyMu16QC2nI9Yocg6Y.png	(from https://tngrm.ai/solutions)
21:11:27	540835/540835	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:24%20GMT	https://tngrm.ai/solutions/offer-management-platform	D:/tngrm/tngrm/tngrm.ai/solutions/offer-management-platform.html	(from https://tngrm.ai/solutions)
21:11:27	42625/42625	---MC-	200	added ('OK')	image/jpeg	etag:%22ac139d583e46f79b04cd55f45ff058b5%22	https://framerusercontent.com/images/VQGatiM7g7ldkW8pmGdYnZYnOU.jpg	D:/tngrm/tngrm/framerusercontent.com/images/VQGatiM7g7ldkW8pmGdYnZYnOU.jpg	(from https://tngrm.ai/solutions)
21:11:28	39101/39101	---MC-	200	added ('OK')	image/png	etag:%2294ea67016f184b764b611372610c271f%22	https://framerusercontent.com/images/AgEqmQeivIqqe5cHty5hwrGVw.png	D:/tngrm/tngrm/framerusercontent.com/images/AgEqmQeivIqqe5cHty5hwrGVw.png	(from https://tngrm.ai/solutions)
21:11:29	514999/514999	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:24%20GMT	https://tngrm.ai/solutions/ai-travel	D:/tngrm/tngrm/tngrm.ai/solutions/ai-travel.html	(from https://tngrm.ai/solutions)
21:11:32	418352/418352	---MC-	200	added ('OK')	image/png	etag:%2236a7e0180cbfe89c5affc56f01017524%22	https://framerusercontent.com/images/w4nYIMXmsmesOArwNc4LsMKAs8.png	D:/tngrm/tngrm/framerusercontent.com/images/w4nYIMXmsmesOArwNc4LsMKAs8.png	(from https://tngrm.ai/solutions)
21:11:32	492631/492631	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:24%20GMT	https://tngrm.ai/solutions/cxo-intelligence-suite	D:/tngrm/tngrm/tngrm.ai/solutions/cxo-intelligence-suite.html	(from https://tngrm.ai/solutions)
21:11:32	44095/44095	---MC-	200	added ('OK')	image/jpeg	etag:%22320101d4ebf91c45a5ffbdaaf8088841%22	https://framerusercontent.com/images/pOHdHBra9LpoTrE3Ep0k6KLtz1Y.jpg	D:/tngrm/tngrm/framerusercontent.com/images/pOHdHBra9LpoTrE3Ep0k6KLtz1Y.jpg	(from https://tngrm.ai/solutions)
